"Id","date_ins","date_record","id_stz","id_measure","raw_data","val_data","ist_data","min_data","max_data","count_data","std_data","var_data","int_data","minute_min","minute_max","perc_data","error_code","val_code","measure_state","year_record"
"102",2019-08-25 05:01:12,2019-08-25 05:00:00,5,8,12.6,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"103",2019-08-25 06:09:32,2019-08-25 06:00:00,5,8,12.8,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"104",2019-08-25 07:00:51,2019-08-25 07:00:00,5,8,13.2,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"105",2019-08-25 08:02:05,2019-08-25 08:00:00,5,8,13.7,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"106",2019-08-25 09:01:02,2019-08-25 09:00:00,5,8,14.3,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"107",2019-08-25 10:01:37,2019-08-25 10:00:00,5,8,14.3,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"108",2019-08-25 11:03:36,2019-08-25 11:00:00,5,8,13.6,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"109",2019-08-25 12:01:03,2019-08-25 12:00:00,5,8,13.7,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"110",2019-08-25 13:01:48,2019-08-25 13:00:00,5,8,13.6,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"111",2019-08-25 14:02:25,2019-08-25 14:00:00,5,8,13.7,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"112",2019-08-25 15:01:25,2019-08-25 15:00:00,5,8,13.6,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"113",2019-08-25 16:00:35,2019-08-25 16:00:00,5,8,13.6,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"114",2019-08-25 17:00:52,2019-08-25 17:00:00,5,8,13.3,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"115",2019-08-25 18:02:35,2019-08-25 18:00:00,5,8,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"116",2019-08-25 19:01:24,2019-08-25 19:00:00,5,8,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"117",2019-08-25 20:02:15,2019-08-25 20:00:00,5,8,12.9,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"118",2019-08-25 21:01:13,2019-08-25 21:00:00,5,8,12.9,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"119",2019-08-25 22:00:38,2019-08-25 22:00:00,5,8,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"120",2019-08-25 23:03:45,2019-08-25 23:00:00,5,8,12.9,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
